role,title,company,city
data engineer,Data Engineer – Business Intelligence (BI) (f/m/d),1 & 1 Mail & Media Applications SE,"Karlsruhe, Baden"
data engineer,Junior Data Engineer (m/w/d),Adastra,Wolfsburg
data engineer,IT-Data Engineer mit Fokus Softwareentwicklung und Projektmanagement (m/w/d),KVV Kasseler Verkehrs- und Versorgungs- GmbH,"Kassel, Hessen"
data engineer,Data Platform Engineer (m/f/d),Liebherr-Digital Development Center GmbH,"Ulm, Donau"
data engineer,Data Engineer / Microsoft Fabric Plattform-Administrator (m/w/d),NEW AG,Mönchengladbach
data engineer,AI Data Engineer (w/m/d),Bechtle AG,Neckarsulm
data engineer,Business Intelligence - Data Engineer (w/m/d),HUK-COBURG VVaG,Coburg
data engineer,Azure Data Engineer (m/w/d),Strategic IT,Herford
data engineer,(Senior) Data Engineer (m/w/d),Deichmann,"Essen, Ruhr"
data engineer,KI Data Engineer (w/m/d),Syngenio,Bonn
data engineer,Data Engineer w/m/d - Data & AI Platform,Computacenter AG & Co. oHG,
data engineer,Data Engineer & IT Business Partner (m/w/d),Mercedes-Benz Group AG,Leinfelden-Echterdingen
data engineer,SAP Data Engineer (m/w/d),technotrans SE,"Sassenberg, Westfalen"
data engineer,Senior Data Engineer (m/w/d) - Euskirchen - Hybrid,Thermengruppe Josef Wund,Euskirchen
data engineer,Senior Data Engineer (m/w/d) - Sinsheim - Hybrid,Thermengruppe Josef Wund,"Sinsheim, Elsenz"
data engineer,Data Engineer (m/w/d) - Business Intelligence & Analytics,SIGNAL IDUNA Krankenversicherung a. G.,Hamburg
data engineer,Data Engineer im Microsoft Umfeld (m/w/d),plusYou GmbH,Hamburg
data engineer,(Senior) Data Migration Engineer (m/w/d) Schwerpunkt Teamcenter,Profi Talent Recruitment UG PTR,
data engineer,Data Engineer / DWH Engineer (all gender),ALTEN GmbH Coburg,München
data engineer,Consultant Data Engineer (m/w/d),DEED Consulting,Langenfeld (Rheinland)
data engineer,Data Engineer / Data Architect (m/w/d),Bauerfeind,Zeulenroda-Triebes
data engineer,Data Engineer / Software Entwickler * (m/w/d),ADEAL Systems,Neu-Isenburg
data engineer,Data Architect (m/w/d),Alpha-Engineering KG - Erfurt,Erfurt
data engineer,"Data Engineer ll, Program Team (Tech Foundations)",Delivery Hero SE,Berlin
data engineer,Senior Data Engineer Risiko Regulatorik (w/m/d),TARGOBANK AG,Duisburg
data engineer,Data Engineer (m/w/d) - Dateningenieur,Ratbacher GmbH,Köln
data engineer,Data AI Engineer (m/w/d),IPPEN.MEDIA,München
data engineer,Data Engineer Finance (m/w/d),Hays Professional Solutions GmbH,Hannover
data engineer,Technical Data Engineer (d/f/m),Airbus Operations GmbH Werk Bremen,Hamburg
data engineer,Data & AI Engineer (m/w/d),Kelvion Holding GmbH,"Herne, Westfalen"
data engineer,Data Integration Engineer für Azure-Plattformen (m/w/d),HELUKABEL GmbH,"Hemmingen, Württemberg"
data engineer,Data Architect (m/w/d),MERKUR.COM AG,Espelkamp
data engineer,Data Engineer (Azure) (x|w|m),Sartorius Corporate Administration GmbH,Göttingen
data engineer,Data und AI/ML Engineer (m/w/d),EWERK,Stuttgart
data engineer,Data Engineer (gn) Vollzeit/Teilzeit (hybrid),DKV Euro Service GmbH + Co.KG,Ratingen
data engineer,Data Engineer (m/w/d) - Reporting Excellence,ALDI Einkauf SE & Co. OHG,"Essen, Ruhr"
data engineer,Data Engineer (f/m/d) Manufacturing Data Mesh,Siemens Energy Global GmbH & Co. KG,Erlangen
data engineer,Data Engineer (f/m/d) - TV,smartclip,Berlin
data engineer,Senior Professional Data-Engineer (m/w/d),adorsys GmbH & Co. KG,"Nürnberg, Mittelfranken"
data engineer,Data Engineer (m/w/d) [Kziff. OK7352 ],L&W CONSOLIDATION GmbH,Neuss
data engineer,Data Engineer - Digital Health Excellence Center (w/m/d),EY Consulting GmbH,Düsseldorf
data engineer,Technical Data Engineer - Maintenance Manual (m/w/d),fabplus GmbH,Donauwörth
data engineer,Data Engineer (m/w/d) [Kziff.CL73AV52 ],avivar experts GmbH,Neuss
data engineer,Data Engineer / BI Developer (m/w/d),Sarstedt,Nümbrecht
data engineer,Data Engineer im KI Team (m/w/d),FOM Hochschule,"Essen, Ruhr"
data engineer,(Junior) Data Engineer (m/f/d),Statista,Berlin
data engineer,Data Engineer - Künstliche Intelligenz  (m/w/d),NorCom,München
data engineer,Data Engineer (all genders),PRODYNA,Hamburg
data engineer,Data Engineers (w/m/d),drjve AG,Köln
data engineer,"Snowflake Senior Data Engineer (m/w/d), Infomotion GmbH",Infomotion GmbH,Frankfurt am Main
data engineer,IT-Anwendungsentwickler / Data Engineer (m/w/d),W & B GmbH,Lübeck
data engineer,IT-Anwendungsentwickler / Data Engineer (m/w/d),W&B,Lübeck
data engineer,Senior Data Engineer/Architect (m/w/d),Ernsting's family,Coesfeld
data engineer,Software Engineer (Software Data Analytics) (m/w/d),BWI GmbH,
data engineer,Staff Engineer Data Platform & Distributed AI (m/w/d),Intuitive.AI GmbH,Hannover
data engineer,Senior Data Engineer (m/w/d) / Schwerpunkt Snowflake,Infomotion GmbH,Hamburg
data engineer,Senior Applied AI / ML Data Engineer (f/m/x),BMW AG,München
data engineer,Senior DevOps Engineer - Schwerpunkt Big Data (m/w/d),BWI GmbH,Köln
data engineer,Senior Data Engineer / Data Architect Risk Regulation (f/m/d),TARGOBANK AG,Duisburg
data engineer,Data & Analytics Manager (m/w/d),plusYou GmbH,Hamburg
data engineer,#14365 OutSystems Engineer (m/w/d),Constaff GmbH,München
data engineer,Commissioning Engineer Data Center (m/w/d),HOCHTIEF PPP Solutions GmbH,"Essen, Ruhr"
data engineer,"Snowflake Big Data Engineer (m/w/d) - München, Infomotion GmbH",Infomotion GmbH,München
data engineer,IT Data Architect (m/w/d),GALDERMA LABORATORIUM GMBH,Düsseldorf
data engineer,Datacenter Engineer / Techniker (m/w/d),puro Personaldienstleistung GmbH,Frankfurt am Main
data engineer,Senior Experte Data Engineering (m/w/d),SoCura gGmbH,Köln
data engineer,Network & Datacenter Engineer (m/w/d),digatus personal GmbH,"Augsburg, Bayern"
data engineer,"Senior Data Engineer (m/w/d), Köln",SozialBank AG,Köln
data engineer,Leitung (m/w/d) Data & Analytics ,Fair Parken GmbH,Düsseldorf
data engineer,Data Cloud Architect (m/w/d),crossnative GmbH,Hamburg
data engineer,Entwickler (m/w/d) im Bereich Data Warehouse,LHG Karlsruhe,"Karlsruhe, Baden"
data engineer,Data System Engineer (w/m/d) Schwerpunkt: DevOps & Plattformbetrieb,DENIC eG,Frankfurt am Main
data engineer,Software Engineer mit Schwerpunkt im Data Engineering (m/w/d),CONTACT Software,Kaiserslautern
data engineer,Data Engineer (m/w/d) – Python & BI Automatisierung,Autowork,Düsseldorf
data engineer,Data Engineer (all genders ) Matchmaking,Parship,Berlin
data engineer,Data Center Engineer im Bereich kritischer Infrastruktur (m/w/d),Xecuro GmbH,Berlin
data engineer,Data Platform Engineer (m/w/d) Analytics,REWE Group,Köln
data engineer,Cloud & Data Solution Engineer (m/w/d),Deloitte GmbH,Leipzig
data engineer,Full Stack Engineer (m/w/d) ,Bergfreunde GmbH,Kirchentellinsfurt
data engineer,IT-Operations Engineer (m/w/d),Bechtle AG,Darmstadt
data engineer,(Senior) Big Data Engineer (m/f/d),Lehmann + Pioneers Digital GmbH,Leinfelden-Echterdingen
data engineer,Data Engineer (m/f/d) – Procurement Reporting,ALDI Einkauf SE & Co. OHG,"Essen, Ruhr"
data engineer,VDI Engineer (w/m/d),CompuSafe Data Systems AG,
data engineer,Data Management Consultant (m/w/d) / Data Engineer (m/w/d),nag informatik,Frankfurt am Main
data engineer,EY-Parthenon Praktikant Data Engineer - Strategy and Transactions (w/m/d),EY Strategy & Transactions GmbH,Stuttgart
data engineer,Software Engineer* für Datenprojekte,inovex GmbH,Erlangen
data engineer,Regulatory Reporting & Data Engineer SQL / ETL (w/m/d),ING Deutschland,Frankfurt am Main
data engineer,R&D Data Engineer – Digital Intelligence  (m/w/d) innerhalb R&D Diagnostics,Roche Diagnostics GmbH,Penzberg
data engineer,Praktikum in Data Engineering / REF278036W,Robert Bosch GmbH,Reutlingen
data engineer,Senior Cloud (Data) Platform Engineer (m/w/d),Deloitte GmbH,Berlin
data engineer,Data Engineer (Application Integration Manager) (m/w/d),best 4 bps GmbH & Co. KG,Düsseldorf
data engineer,Junior Consultant (m/w/d) Big Data Engineer,integration-factory,Leipzig
data engineer,Senior Data Analytics Engineer (d/m/w),Haufe-Lexware GmbH & Co.KG,Freiburg im Breisgau
data engineer,Consultant Data Leakage Prevention Engineer (m/w/d),Deloitte GmbH,Berlin
data engineer,Senior Data Engineer (d/m/w) Snowflake AWS & Analytics,Haufe-Lexware GmbH & Co.KG,Freiburg im Breisgau
data engineer,Praxissemester oder Abschlussarbeit - Data Analytics,TECHTORY Automation GmbH,Appenweier
data engineer,Head of Data Platform Engineering (m/w/d),OBI GmbH & Co. Deutschland KG,Köln
data engineer,SAP Data Platform Engineer (m/w/d) | bis zu 100% Remote/ hybrid deutschlandweit,K4S GmbH,Hamburg
data engineer,Werkstudent:in im Bereich Data Engineering - m/w/d,Ancud IT-Beratung GmbH,"Nürnberg, Mittelfranken"
data engineer,Database Engineer (m/w/d) 100 % Remote,puro Personaldienstleistung GmbH,Neckarsulm
data engineer,Junior Datacenter Engineer (m/w/d) OSS,puro Personaldienstleistung GmbH,"Augsburg, Bayern"
data engineer,Power BI Platform Engineer (m/w/d),HDI AG,Hannover
data engineer,Azure Data Factory & Spark Data Engineer (w|m|d),BridgingIT GmbH,"Nürnberg, Mittelfranken"
data engineer,System Engineer/ Logistik Data Center(m/w/d),BWI GmbH,Düsseldorf
data engineer,Golang Engineer (m/f/d) Order Management,Bauhaus AG,Mannheim
data engineer,Data Engineer - Data Foundations for AI (all genders),Serrala Group GmbH,Norderstedt
data engineer,Technical Data Engineer - Maintenance Manual (m/w/d) für AIRBUS Helicopters,SimpleXX GmbH,Donauwörth
data engineer,AI Engineer (m/f/d),Flexoo GmbH,"Heidelberg, Neckar"
data engineer,Werkstudent*in IT – Architecture and Data,Commerz Real AG Commerz Real Düsseldorf,Düsseldorf
data engineer,Senior Platform Engineer (m/w/d) - Big Data Platform,Conrad Electronic SE,"Hirschau, Oberpfalz"
data engineer,Site Reliability Engineer (w/m/d) / 1220,IONOS SE,"Karlsruhe, Baden"
data engineer,(Sr.) Data Platform Engineer (m/f/d),Smartbroker AG,Berlin
data engineer,Business Intelligence & Data Warehouse Engineer (m/w/d),primaholding,Berlin
data engineer,Werkstudent*in IT – Architecture and Data,Commerz Real AG Commerz Real Düsseldorf,Wiesbaden
data engineer,"Senior Data Engineer (m/w/d) - Schwerpunkt Databricks / Cloud, Bank11",Bank 11,Neuss
data engineer,Senior Windows Security Engineer (d/m/w),genua GmbH,Kirchheim bei München
data engineer,Semantic Modeller / Knowledge Engineer (m/f/d),Leibniz-Institut zur Analyse d es Biodiversitätswandels Stift ung des öffentlichen Rechts,Hamburg
data engineer,System Engineer/ Logistik Data Center(m/w/d),BWI GmbH,Düsseldorf
data engineer,MLOPs Engineer (w/m/d) - Data & AI Platforms,Computacenter AG & Co. oHG,
data engineer,Werkstudent DataOps & Data Engineering (m/w/d) Hannover,Intuitive.AI GmbH,Hannover
data engineer,Abschlussarbeit im Bereich Data & AI (Master),inovex GmbH,"Karlsruhe, Baden"
data engineer,Senior Systems Engineer - Data Center (w/m/d),MAIT Germany GmbH,Pforzheim
data engineer,Referent Data- & BI-Engineer  - Bochum (m/w/d),Vonovia Value Add,Bochum
data engineer,Platform Engineer (m/w/d) - Financial Market Data Platform,Allianz in Deutschland,München
data engineer,Berater im Data Engineering (m/w/d) Process Mining,AOK Systems GmbH,Bonn
data engineer,IBH connect GmbH: Data Engineer SOC (m/w/d) in Dresden,IBH connect GmbH,Dresden
data engineer,Senior Cloud & Data Solution Engineer (m/w/d),Deloitte GmbH,Leipzig
data engineer,Senior DevOps Engineer - Schwerpunkt Big Data (m/w/d),BWI GmbH,Bonn
data engineer,Data Quality Officer (m/w/d) (Voll- oder Teilzeit),ROLAND Rechtsschutz Versicherungs-AG ( KÖLN ),Köln
data engineer,Senior Data & AI Projektleitung (m/w/d) - Public Sektor,Alexander Thamm GmbH,"Berlingen, Eifel"
data engineer,Senior Analytics & Data Modelling Manager (m/w/d),Vodafone GmbH,Düsseldorf
data engineer,BI & Analytics Engineer (m/w/d),Uhlmann Pac-Systeme GmbH & Co. KG,Laupheim
data engineer,NTT DATA Deutschland SE: Senior Data Architect (w/m/x),NTT DATA Deutschland SE,Stuttgart
data engineer,Senior Manager Data & AI Architect (w/m/d),PricewaterhouseCoopers GmbH WPG,Stuttgart
data engineer,Data Center Field Service Engineer (m/f/d),Gatti Consulting GmbH,"Hausen, Rhön"
data engineer,Principal Data Architect (m/f/d),ThoughtWorks Deutschland GmbH Standort Hamburg,Hamburg
data engineer,IT Network Engineer - Schwerpunkt Data Center (m/w/d),ECKD GmbH,"Kassel, Hessen"
data engineer,Senior Quality Engineer – Data Analytics & AI (w/m/d),TÜV SÜD AG,München
data engineer,IT System Engineer Microsoft 365 (m/w/d),Bechtle AG,Neckarsulm
data engineer,Data & Analytics Manager (m/w/d),TriMeXa GmbH,Leverkusen
data engineer,(Junior) IT System Engineer Citrix (m/w/d),Bechtle AG,"Weimar, Thüringen"
data engineer,"Mechanical Design Engineer (m/w/d) – Battery Structures, Berlin, Germany",Tesla Germany GmbH,Berlin
data engineer,Cyber Security Engineer (w/m/d),Deutsche Glasfaser Holding GmbH,Saarlouis
data engineer,"Data Engineer & IT Business Partner (m/w/d), MC Center",Mercedes-Benz Consulting GmbH,Leinfelden-Echterdingen
data engineer,Cloud Engineer* | Real-Time Data Systems,Valentum Engineering GmbH,
data engineer,Data Solutions Architect (m/w/d),Haas Zeitarbeit GmbH,München
data engineer,(Senior) Data Engineer (gn) Vollzeit/ Teilzeit (hybrid),DKV Mobility,Ratingen
data engineer,(Senior) Mechanical Design Engineer – Medium Voltage (m/f/d),Tesla Germany GmbH,Freiburg im Breisgau
data engineer,Data Architect - Digital Health Excellence Center (w/m/d),EY Consulting GmbH,Hamburg
data engineer,Business Intelligence & Analytics Engineer (m/w/d),I.K.Hofmann - experts,Laupheim
data engineer,Software Engineer - Data & AI Platform - STACKIT (m/w/d),Schwarz Digits,"Heilbronn, Neckar"
data engineer,"Mechanical Design Engineer, Safety and Restraints (m/w/d)",Tesla Germany GmbH,
data engineer,"Cloud Data Engineer (m/w/d) - AWS und Databricks, VGH-Versicherungen",VGH Versicherungen,Hannover
data engineer,(Junior) IT System Engineer Business Application (m/w/d),Bechtle AG,"Weimar, Thüringen"
data engineer,"Mechanical Design Engineer (m/w/d) Vehicle Integration - Berlin, Germany",Tesla Germany GmbH,Berlin
data engineer,Senior AI & Data Platform Engineer (f/m/x),BMW AG,München
data engineer,Senior Consultant Data Engineering (m/w/d) DACH-Region / Remote,QUNIS GmbH,Brannenburg
data engineer,"Staff Mechanical Design Engineer (m/w/d) - Exteriors, Berlin, Germany",Tesla Germany GmbH,Berlin
data engineer,BI Platform Engineer - SAP Business Data Cloud (m/w/d),Schwarz Digits,"Heilbronn, Neckar"
data engineer,"(Associate) Mechanical Design Engineer, Battery Module, Battery Engineering (m/w/d)",Tesla Germany GmbH,Berlin
data engineer,Working Student in department Analytics & Data Engineering D/F/M,Airbus Defence and Space GmbH,Manching
data engineer,Digital Design Engineer (m/f/d) - REF6693T,AUMOVIO SE Haupverwaltung,Regensburg
data engineer,Digital Design Engineer (m/f/d) - REF6693T,AUMOVIO SE Haupverwaltung,Frankfurt am Main
data engineer,NTT DATA Deutschland SE: Consultant DevSecOps/Application Security (w/m/x),NTT DATA Deutschland SE,Köln
data engineer,"Mechanical Design Engineer (m/w/d), Exterior Engineering - Berlin, Germany",Tesla Germany GmbH,Berlin
data engineer,"Data Engineers, Analysts & Scientists (w|m|d)",BridgingIT GmbH,"Nürnberg, Mittelfranken"
data engineer,Senior Software Engineer - Go / Data Platform - STACKIT (m/w/d),Schwarz Digits,"Heilbronn, Neckar"
data engineer,BI Platform Engineer - SAP Business Data Cloud (m/w/d),Schwarz Digits,"Heilbronn, Neckar"
data engineer,"Mechanical Design Engineer (m/w/d, all levels) - Seating - Berlin, Germany",Tesla Germany GmbH,Berlin
data engineer,"Data Integration Engineer für Azure-Plattformen (m/w/d), 71282 Hemmingen",HELU KABEL GmbH,"Hemmingen, Württemberg"
data engineer,Data Strategy Manager (m/w/d) AI Enablement,R+V Allgemeine Versicherung AG,Wiesbaden
data engineer,Domain Data Engineer - Power Grid & System Operations (w/m/d) 11007,50Hertz Transmission GmbH AD Berlin,Neuenhagen bei Berlin
data engineer,(Senior) Software Engineer - Data & AI Platform - STACKIT (m/w/d),Schwarz Digits,Berlin
data engineer,"Mechanical Engineer, Low Voltage Wire Harness (m/w/d) - Berlin, Germany",Tesla Germany GmbH,Berlin
data engineer,L2 Linux Cloud / Data Center Engineer (SaaS Infrastructure) - Hybrid,GermanTechJobs Talents,Hamburg
data engineer,Principal ML Engineer (Agentic AI)-Vendor Data Team,Delivery Hero SE,Berlin
data engineer,(Senior) Data Architect & Engineer SAP Business Data Cloud (m/w/d),Ernsting's family,Coesfeld
data engineer,Solution Engineer (m/f/d),NTT Global Data Centers EMEA GmbH,Frankfurt am Main
data engineer,"Mechanical Design Engineer(m/w/d, all levels), Interior Engineering - Berlin, Germany",Tesla Germany GmbH,Berlin
data engineer,Infrastructure Engineer | Teamlead Data-Center | 80% Remote,Johannesstift Diakonie gAG,Berlin
data engineer,"Senior Platform Engineer (m/w/d) - Big Data Platform,Hirschau,München",Conrad Electronic SE,München
data engineer,Senior IT-System Engineer (m/w/d),at data Infrastruktur GmbH,Bad Oeynhausen
data engineer,Software Engineer – Cellular Data Plane Systems (m/f/d) #200655100,Apple Technology Engineering B.V. & Co. KG,München
data engineer,"Software Deployment Engineer | Data Analytics (m/w/d), INIT - Karlsruhe","INIT Innovative Informatikanwendungen in Transport-, Verkehrs- und Leitsystemen GmbH","Karlsruhe, Baden"
data engineer,Datenspezialist (m/w/d),Bundesgesellschaft für Endlag erung mbH (BGE),Peine
data engineer,Flugtest-Analyseingenieur (m/w/d) AIRBUS,AERO HighProfessionals GmbH,Manching
data engineer,"Online Trainer / Dozent (m/w/d) Cloud KI & AWS Machine Learning Engineer...,Hamburg,Oldenburg,Han...",IBB Institut für Berufliche Bildung AG,Hamburg
data engineer,NTT DATA Deutschland SE: Lead Cloud Platform Architect (w/m/x),NTT DATA Deutschland SE,Ettlingen
data engineer,"System Engineer - Storage & Data Protection (m/w/d), Proact Deutschland GmbH",Proact Deutschland GmbH,"Nürnberg, Mittelfranken"
data engineer,NTT DATA Deutschland SE: Lead Consultant AI & Cloud Development (w/m/x),NTT DATA Deutschland SE,Hamburg
data engineer,NTT DATA Deutschland SE: Lead Cloud Software Architect für AWS (w/m/x),NTT DATA Deutschland SE,Stuttgart
